layer_name,Name,Description,longitude,latitude,Maps link
"Hotels and accomodation, charging on private premises",Hotel Continental,"Type2 and 400V, 16A, 3phase red socket",10.733056,59.913889,"https://www.google.com/maps/place/59.913889,10.733056"
"Hotels and accomodation, charging on private premises",Hotel Lone,16A type2 and shuko,13.641778,45.076224,"https://www.google.com/maps/place/45.076224,13.641778"
"Hotels and accomodation, charging on private premises",Skaidi Hotel,2 x 22kW type2 (Credit to Tesla Owners Club Norway),24.501443,70.433738,"https://www.google.com/maps/place/70.433738,24.501443"
"Hotels and accomodation, charging on private premises",Piteå Havsbad hotel Reception and backyard (11 kw ask in the hotel reception). ,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4srtguN2SFRaOGG1OdrwJzn14OaCHKsraixnOyW3IlxXQFOjeGDtjVLf6-cDJ1Jfk5_arxvSeCd2_aqhNuZmdGOXAjjjeHnsCyp8H5K7QqqRjff3xvg7FKgaWlW5sHLtrRa2K1ABqSTOyGHfeHFnbzY61jb_1tMDw"" height=""200"" width=""auto"" /><br><br>3 phase / 16 amps / 5 pins Red 400. I have not asked about if we can use it, but I suppose its no problem",21.53595,65.233633,"https://www.google.com/maps/place/65.233633,21.53595"
"Hotels and accomodation, charging on private premises","Saltdal Turistsenter 7,2 KW blue 32 amp socket","Good food, Motel and cabins. Ask about the blue socket in the gas station. its located at the wall next to the tesla  supercharger",15.404034,66.81429,"https://www.google.com/maps/place/66.81429,15.404034"
"Hotels and accomodation, charging on private premises",Leirvassbu,One shuko - ask reception. NOK50 for a charge.,8.247557,61.548462,"https://www.google.com/maps/place/61.548462,8.247557"
"Hotels and accomodation, charging on private premises",Turtagrø hotell,One shuko in the parking lot at the back. Ask reception. TripAdvisor http://bit.ly/1SYEzIl,7.801811,61.50445,"https://www.google.com/maps/place/61.50445,7.801811"
"Hotels and accomodation, charging on private premises",Bardøla Høyfjellshotell AS,About 6 shuko outlets. Some 10A and some 16A outside reception. Free to use for guests.,8.223566,60.541188,"https://www.google.com/maps/place/60.541188,8.223566"
"Hotels and accomodation, charging on private premises",Azienda Agricola Bianchi,400V / 16A red plug inside winery. NB! They only have extension cable for 4 pins plug. For the 5 pin outlet you need about 20 m of cable. They also got 220 V/ 16 A (blue plug with 3 pins - adapter required).,8.04477,43.934471,"https://www.google.com/maps/place/43.934471,8.04477"
"Hotels and accomodation, charging on private premises",Tenuta San Pietro Luxury Hotel & Restaurant,"220V / 16 A inside technical room on the west side of the main building. NB! requires an adapter from blue Tesla adapter to blue 3 pin outlet (included in the ""Kirkebø-kit"".",10.59767,43.907258,"https://www.google.com/maps/place/43.907258,10.59767"
"Hotels and accomodation, charging on private premises",Parador de Benicarló,220V /16 A schuko from a techincal room in the backyard of the hotel. Just inside the door to the right. You need to pass a gate to enter the back yard. Ask for the maintenance people if the front desk does not remember.,0.428069,40.41166,"https://www.google.com/maps/place/40.41166,0.428069"
"Hotels and accomodation, charging on private premises",Hotel Constanza,"•	Location charger: Underground garage<br>•	Capacity: 2pcs, Schuko 220V/16A<br>•	Comments:  Free charging, paid parking.",2.172892,41.391573,"https://www.google.com/maps/place/41.391573,2.172892"
"Hotels and accomodation, charging on private premises",Parador de Jávea,"•	Location charger: In the garages (see comment) and in a room beside the garages.<br>•	Capacity: 2pcs, Schuko 220V/16A (garages probably 10 A)<br>•	Comments: Inside the door directly to the right of the right most garage, there were a 16A outlet. Be aware that the outlet is a few cm inside the wall, and it is a bit tricky to get the Tesla-plug far enough inside.",0.190094,38.775771,"https://www.google.com/maps/place/38.775771,0.190094"
"Hotels and accomodation, charging on private premises",Catalonia Reina Victoria Wellness & Spa,•	Location charger: Approx 15 m to the right of the main entrance. Inside a door of a small technical building attached to the main building.<br>•	Capacity: Schuko 220V/16A,-5.169292,36.746939,"https://www.google.com/maps/place/36.746939,-5.169292"
"Hotels and accomodation, charging on private premises",Vinos Raíz y Quesos Páramo de Guzmán,220 / 16 A schuko in the backyard of the hotel (inside an oudoor wall). Free charging.,-3.923969,41.701425,"https://www.google.com/maps/place/41.701425,-3.923969"
"Hotels and accomodation, charging on private premises",Ustedalen Hotell AS,Ask for a room with parking outside. We were allowed to charge from a plug inside the room (220V/16A schuko),8.189391,60.531851,"https://www.google.com/maps/place/60.531851,8.189391"
"Hotels and accomodation, charging on private premises","Radisson Blu Hotel, Alna","220V / 16 A schuko in garage. The plugs are located on parking spaces for other companies, but the front desk managed to give a permission to charge there. It is adviced to make an appointment in advance.",10.869293,59.93049,"https://www.google.com/maps/place/59.93049,10.869293"
"Hotels and accomodation, charging on private premises",Hotel Ullensvang,Blue 32A CEE and 16A shuko. NOK150 for overnight charge. Call for charging spot reservation. TripAdvisor: http://bit.ly/1IWSBuw,6.6586,60.326,"https://www.google.com/maps/place/60.326,6.6586"
"Hotels and accomodation, charging on private premises",Hotel Aurum Skellefteå,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v7Q8mVetyBGlJqi00kY17ih1x-XDHOCWdQfwg58n1kXbK47eLHqPAa7vPAaby67pZmfn557k5H1nTb5EZdOT7RwDjIEyfmbelQia8C4sWVFE8PpATpPm535G3d_dF5ETkYJBaRvueXJMPg"" height=""200"" width=""auto"" /><br><br>2X 3 phase / 16 amps / 5 pins Red 400 and Schuko 16 amp. Ask in the reception. I have checked wilh Ronny (Boss) its ok. I`ve had a talk with Ronny, the boss. He tells me that they will upgrade with 4 more 11 kw :-)",20.969338,64.734966,"https://www.google.com/maps/place/64.734966,20.969338"
"Hotels and accomodation, charging on private premises",Hotel Svanen,400V 16A CEE rød adapter. Tripadvisor: http://bit.ly/1P66Qw5,9.133553,55.728538,"https://www.google.com/maps/place/55.728538,9.133553"
"Hotels and accomodation, charging on private premises",Spa Hotell Velvære AS,Shuko in the parking lot. Tripadvisor: http://bit.ly/1IX1AMv,6.173415,59.233515,"https://www.google.com/maps/place/59.233515,6.173415"
"Hotels and accomodation, charging on private premises",Myklegard,"5 x Type2,  unknown effect. Tripadvisor: http://bit.ly/1N9GbNG",11.367455,60.849267,"https://www.google.com/maps/place/60.849267,11.367455"
"Hotels and accomodation, charging on private premises",Hotell Lappland ,"230V 10A Schuko   Dom har bara 10A uttag installerade, men jag mailade i förväg och frågade om det gick att lösa 16A 3-fas. Det var inga problem och när jag kom fram så låg där en kabel och väntade på mig. Perfekt service. Dessutom mycket fint hotell.",18.688431,64.592078,"https://www.google.com/maps/place/64.592078,18.688431"
"Hotels and accomodation, charging on private premises",Ternaby Fjellhotell,3 phace red socket.Hör gärna av er i receptionen! Utöver tre fas uttagen finns också motrovärmarstolpar tillgängliga. Det är frågan om vanlliga trefasuttag med rött lock.,15.294514,65.714605,"https://www.google.com/maps/place/65.714605,15.294514"
"Hotels and accomodation, charging on private premises",Royal Princess Hotel,"One 400V, 16A in the garage. Tripadvisor: http://bit.ly/1J0LVLY",18.060474,42.658567,"https://www.google.com/maps/place/42.658567,18.060474"
"Hotels and accomodation, charging on private premises",Hotel Park Split,"Type2, 22kW. Tripadvisor: http://bit.ly/1Ne77fp",16.44747,43.503066,"https://www.google.com/maps/place/43.503066,16.44747"
"Hotels and accomodation, charging on private premises",Atrium Hotel Split,"400V, 16A CEE. Tripadvisor: http://bit.ly/1DyMSJ2",16.442967,43.513965,"https://www.google.com/maps/place/43.513965,16.442967"
"Hotels and accomodation, charging on private premises",Skjellefteå camping,"11 kw red CEE socket 400 v 16 amps, by the reception. Tripadvisor: http://bit.ly/1JcgdeW",20.977203,64.761461,"https://www.google.com/maps/place/64.761461,20.977203"
"Hotels and accomodation, charging on private premises",Aparthotel Miramare,16A 400V Red CEE. Tripadvisor: http://bit.ly/1NpU1f5,17.014715,43.294267,"https://www.google.com/maps/place/43.294267,17.014715"
"Hotels and accomodation, charging on private premises",Hotel-Pension Waldblick,Ask reception for charging spot.,9.64399,50.88537,"https://www.google.com/maps/place/50.88537,9.64399"
"Hotels and accomodation, charging on private premises",Konaki Hotel,"At least one shuko. Ask reception, free charging for guests.",20.721172,38.786311,"https://www.google.com/maps/place/38.786311,20.721172"
"Hotels and accomodation, charging on private premises",SH Valencia Palace,400V 32A red CEE. Free for guests. Ask reception. Free for eating guests.,-0.360001,39.467542,"https://www.google.com/maps/place/39.467542,-0.360001"
"Hotels and accomodation, charging on private premises",Parador de Nerja Hotell,400V 32A red CEE,-3.870588,36.750048,"https://www.google.com/maps/place/36.750048,-3.870588"
"Hotels and accomodation, charging on private premises",Parador de Lorca,400V 32A red CEE,-1.704419,37.677875,"https://www.google.com/maps/place/37.677875,-1.704419"
"Hotels and accomodation, charging on private premises",Citadines Sainte-Catherine Brussels,Type2 charger,4.347794,50.852913,"https://www.google.com/maps/place/50.852913,4.347794"
"Hotels and accomodation, charging on private premises",Scandic Havna Hotel Tjøme,The hotel offers 2 Shuko outlets for charging.,10.416773,59.085158,"https://www.google.com/maps/place/59.085158,10.416773"
"Hotels and accomodation, charging on private premises",Scandic Kristiansand Bystranda,4 x shuko and 2 x 22 kW Type2 in the basement garage.,8.004956,58.14705,"https://www.google.com/maps/place/58.14705,8.004956"
"Hotels and accomodation, charging on private premises",Scandic Svolvær,5 double 16A shuko outlets in the parking lot. Please note that each double outlet shares one 16A fuse.,14.570939,68.23286,"https://www.google.com/maps/place/68.23286,14.570939"
"Hotels and accomodation, charging on private premises",Scandic Hamar,2 x 16A shuko in the garage. 2 x 400V 16A CEE and one 400V 32A CEE outlets are available on request - as they are not located in the ordinary garage.,11.086022,60.796165,"https://www.google.com/maps/place/60.796165,11.086022"
"Hotels and accomodation, charging on private premises",Scandic Stavanger Airport,"26 shuko outlets in the Airport garage. These are free, and parking is normal Airport garage tariff minus 45% discount as a guest at the hotel.",5.62724,58.883873,"https://www.google.com/maps/place/58.883873,5.62724"
"Hotels and accomodation, charging on private premises",Scandic Narvik,"2 x 22 kW, max NOK?/HR",17.424814,68.436765,"https://www.google.com/maps/place/68.436765,17.424814"
"Hotels and accomodation, charging on private premises",Scandic Stavanger City,4x 22kW Type 2 and 10 x 16A shuko in the garage. Trip advisor: http://bit.ly/1E6pjYH,5.74427,58.970709,"https://www.google.com/maps/place/58.970709,5.74427"
"Hotels and accomodation, charging on private premises",Scandic Stavanger Forus,5 x 16A shuko in the garage. Tripadvisor: http://bit.ly/1E7YbIo,5.730854,58.89204,"https://www.google.com/maps/place/58.89204,5.730854"
"Hotels and accomodation, charging on private premises",En Laurenc,http://giteresort.com/Engels.html,0.681362,43.571142,"https://www.google.com/maps/place/43.571142,0.681362"
"Hotels and accomodation, charging on private premises",Wirtzfeld Valley Guest House,One J1772 charging point and one 400V plug available for Tesla drivers bringing in their own cable. Tripadvisor: http://bit.ly/1TYgbMI,6.261134,50.423421,"https://www.google.com/maps/place/50.423421,6.261134"
"Hotels and accomodation, charging on private premises",Rilano 24|7 Hotel München,"2 x Type 2, kw unknown, 2 x CEE red 16A, 4 x CEE blue 16A. Tripadvisor: http://bit.ly/1JcEkqM",11.59427,48.183304,"https://www.google.com/maps/place/48.183304,11.59427"
"Hotels and accomodation, charging on private premises",Hotel Bär,"One schuko, ask in advance. Tripadvisor: http://bit.ly/1KcJJ34",10.608967,47.039612,"https://www.google.com/maps/place/47.039612,10.608967"
"Hotels and accomodation, charging on private premises",Scandic Edderkoppen,2 x shuko in the garage,10.739823,59.918147,"https://www.google.com/maps/place/59.918147,10.739823"
"Hotels and accomodation, charging on private premises",Tørvis Hotell,One shuko for guests,7.307148,61.38108,"https://www.google.com/maps/place/61.38108,7.307148"
"Hotels and accomodation, charging on private premises","Radisson Blu Hotel, Berlin","400V 16A 3phase CEE, and shuko.",13.402763,52.519619,"https://www.google.com/maps/place/52.519619,13.402763"
"Hotels and accomodation, charging on private premises","Quality Hotel Grand, Kongsberg",Several shuko outlets in the garage.,9.649617,59.669189,"https://www.google.com/maps/place/59.669189,9.649617"
"Hotels and accomodation, charging on private premises",Scandic Hammerfest,One shuko on outer wall,23.677218,70.663096,"https://www.google.com/maps/place/70.663096,23.677218"
"Hotels and accomodation, charging on private premises",Scandic Forum,Three shuko in parking area nearby - these are run by Stavanger municipality - free to use.,5.699265,58.955059,"https://www.google.com/maps/place/58.955059,5.699265"
"Hotels and accomodation, charging on private premises","Heninngsvær Bryggehotell 7,4 KW blue 32 amp socket",230 Volt 32 amps blue 3 phase socket in the garbageroom,14.206266,68.155185,"https://www.google.com/maps/place/68.155185,14.206266"
"Hotels and accomodation, charging on private premises",Scandic Hotell Seilet Molde,2 outlets of 32 amp 400V 3-phase,7.156616,62.73645,"https://www.google.com/maps/place/62.73645,7.156616"
"Hotels and accomodation, charging on private premises",Dolmsundet hotell Hitra AS,Bak hotellet ved kjøkkeninngangen / søppelkonteinere,8.819333,63.636967,"https://www.google.com/maps/place/63.636967,8.819333"
"Hotels and accomodation, charging on private premises",Comfort Hotell Ole Tobias,"One outlet with type2, 7kW",14.134043,66.312833,"https://www.google.com/maps/place/66.312833,14.134043"
"Hotels and accomodation, charging on private premises",First Hotel Park Astoria,Offers 16A 400V in the backyard. Free for guests.,17.080095,59.63718,"https://www.google.com/maps/place/59.63718,17.080095"
"Hotels and accomodation, charging on private premises",Activestay Group AB,Offers two 16A 400V for guests.,15.407679,60.475229,"https://www.google.com/maps/place/60.475229,15.407679"
"Hotels and accomodation, charging on private premises",Rosendal Fjordhotel AS,Shuko. Offers 3phase 240V 32A also (extra adapter needed),6.010006,59.981388,"https://www.google.com/maps/place/59.981388,6.010006"
"Hotels and accomodation, charging on private premises",Best Western Lofoten hotell,,13.612899,68.145942,"https://www.google.com/maps/place/68.145942,13.612899"
"Hotels and accomodation, charging on private premises",Ronnums Herrgård,2 x 400V 16A 3phase Red industrial,12.386627,58.354851,"https://www.google.com/maps/place/58.354851,12.386627"
"Hotels and accomodation, charging on private premises",Wadahl Høgfjellshotell AS,3 x 32A Tesla wall connector,9.78886,61.499693,"https://www.google.com/maps/place/61.499693,9.78886"
"Hotels and accomodation, charging on private premises",Scandic Meyergården Hotel,1 x 11kW red CEE and 6 x 16A shuko in the back yard,14.135628,66.312383,"https://www.google.com/maps/place/66.312383,14.135628"
"Hotels and accomodation, charging on private premises",Flamingó Wellness és Konferencia Hotel****,One 11kW Type 2 outlet,17.884586,46.949673,"https://www.google.com/maps/place/46.949673,17.884586"
"Hotels and accomodation, charging on private premises",Esplanade Zagreb Hotel,1x CEE 3phase 400V 16A Red industrial,15.97591,45.805401,"https://www.google.com/maps/place/45.805401,15.97591"
"Hotels and accomodation, charging on private premises",Forsthaus Heiligenberg,Charging is free for guests,8.99244,52.80345,"https://www.google.com/maps/place/52.80345,8.99244"
"Hotels and accomodation, charging on private premises",Hotel Hanstholm,Tesla destination charger,8.607187,57.116232,"https://www.google.com/maps/place/57.116232,8.607187"
"Hotels and accomodation, charging on private premises",Valamar Diamant Residence ***,2 x 22kW Type 2,13.599775,45.214053,"https://www.google.com/maps/place/45.214053,13.599775"
"Hotels and accomodation, charging on private premises",Carrer de Sa Riera,3-phase 32A. Red adapter: http://www.begurvillas.com/,3.207823,41.964641,"https://www.google.com/maps/place/41.964641,3.207823"
"Hotels and accomodation, charging on private premises",AC Hotel Bella Sky Copenhagen,2 x 22kW Type2,12.578237,55.639567,"https://www.google.com/maps/place/55.639567,12.578237"
"Hotels and accomodation, charging on private premises",http://www.gaustablikk.no/,2 x 13A schuko,8.735584,59.881934,"https://www.google.com/maps/place/59.881934,8.735584"
"Hotels and accomodation, charging on private premises",Van der Valk,6 x 22kW type2,5.911459,52.177606,"https://www.google.com/maps/place/52.177606,5.911459"
"Hotels and accomodation, charging on private premises",Kysthotellet Rørvik AS,Free shuko charging for guests,11.236766,64.862537,"https://www.google.com/maps/place/64.862537,11.236766"
"Hotels and accomodation, charging on private premises",Czocha Palace,32 and 16 amp 3 phase (castle from 1258 which is now a hotel),15.303652,51.030774,"https://www.google.com/maps/place/51.030774,15.303652"
"Hotels and accomodation, charging on private premises",Starling Geneva Hotel and Conference Center,bring cables,6.119389,46.236458,"https://www.google.com/maps/place/46.236458,6.119389"
"Hotels and accomodation, charging on private premises",Hotel Villa Michelangelo,16A 3phase 400V and one 16A 220V (shuko?),11.539769,45.496859,"https://www.google.com/maps/place/45.496859,11.539769"
"Hotels and accomodation, charging on private premises",Ronneby Brunn Hotell,"2 x 22kw chargers (32A 3-phase), free parking/charging",15.290171,56.195263,"https://www.google.com/maps/place/56.195263,15.290171"
"Hotels and accomodation, charging on private premises",Hilton Blackpool Hotel,2x Type 2 sockets,-3.055042,53.82966,"https://www.google.com/maps/place/53.82966,-3.055042"
"Hotels and accomodation, charging on private premises",Hotel Kréta,11kW red Tesla adapter needed,15.270285,49.95558,"https://www.google.com/maps/place/49.95558,15.270285"
"Hotels and accomodation, charging on private premises",Hotel Union Øye,2 x shuko in the backyard,6.659728,62.193058,"https://www.google.com/maps/place/62.193058,6.659728"
"Hotels and accomodation, charging on private premises",Basebo uthyrning,Two schuko 16A,15.962198,57.47688,"https://www.google.com/maps/place/57.47688,15.962198"
"Hotels and accomodation, charging on private premises",Aalbæk gl. Kro,400V 16A CEE in the backyard. Tripadvisor http://bit.ly/1JLJbRz,10.413032,57.594068,"https://www.google.com/maps/place/57.594068,10.413032"
"Hotels and accomodation, charging on private premises",Corendon Vitality Hotel Amsterdam,"4 charging points, free for guests",4.831026,52.346559,"https://www.google.com/maps/place/52.346559,4.831026"
"Hotels and accomodation, charging on private premises",Herning Bed and breakfast,16A 400V CEE red Tesla adapter Tripadvisor: http://bit.ly/1hiS3mC,9.011553,56.091761,"https://www.google.com/maps/place/56.091761,9.011553"
"Hotels and accomodation, charging on private premises",Sunndalsfjord Cottages Fredsvik,32A blue 1-phase CEE,8.256226,62.781512,"https://www.google.com/maps/place/62.781512,8.256226"
"Hotels and accomodation, charging on private premises",Lille Restrup Hovedgaard (Manor House),"400V 16A CEE, red adapter. Tripadvisor: http://bit.ly/1W1gy7D",9.512561,56.689436,"https://www.google.com/maps/place/56.689436,9.512561"
"Hotels and accomodation, charging on private premises",Airbnb: Storrøsta,"https://www.airbnb.com/rooms/6462913?locale=en <br>1 shuko, free parking & charging for all guests.",10.508305,62.103914,"https://www.google.com/maps/place/62.103914,10.508305"
"Hotels and accomodation, charging on private premises",Feddet Camping,Shuko. Tripadvisor: http://bit.ly/1W1k0PV,12.101267,55.173966,"https://www.google.com/maps/place/55.173966,12.101267"
"Hotels and accomodation, charging on private premises",Sillerud Tåghotell,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v5c4wDlsnF6vr0sZ-UZxtyAyfZ5FOWlTAblzFrdIF6HN2eRR95sZr2kKkXeZZaYShHEYsSLtTbeSt-xEPNd7w9p5z64KrVS2Dwa3suGBvlKgLJi2A82ZVebgWEDTxLAqZo0lvQzKAUPk-Z_Sg"" height=""200"" width=""auto"" /><br><br>One 16A shuko in front of ICA. Free for guests staying at the hotel. http://sillerudsstation.hemsida24.se/boka-t%C3%A5gvagnshotellet-21378183",12.311433,59.31988,"https://www.google.com/maps/place/59.31988,12.311433"
"Hotels and accomodation, charging on private premises",Best Western Plus Sthlm Bromma,8 shuco available for guests on the parking lot,17.947905,59.358005,"https://www.google.com/maps/place/59.358005,17.947905"
"Hotels and accomodation, charging on private premises",Sunnsait Appartements,"1 red plug inside, 1 plug outside.",12.906742,47.40678,"https://www.google.com/maps/place/47.40678,12.906742"
"Hotels and accomodation, charging on private premises",Grand Hotel Imperiale,Plugs inside hotel's parking,10.167412,43.961354,"https://www.google.com/maps/place/43.961354,10.167412"
"Hotels and accomodation, charging on private premises",Hotel Villa Magnolia:,2 x 11kW and 2 normal plugs,10.873874,45.870301,"https://www.google.com/maps/place/45.870301,10.873874"
"Hotels and accomodation, charging on private premises",Radisson Blu Atlantic Hotel,2 x 11kW,5.730435,58.968255,"https://www.google.com/maps/place/58.968255,5.730435"
"Hotels and accomodation, charging on private premises",Clarion Hotel & Congress Trondheim,4 shuko innendørs,10.402427,63.440027,"https://www.google.com/maps/place/63.440027,10.402427"
"Hotels and accomodation, charging on private premises","Hotel Park, Milling Hotels",2 x shuko and 2 x red 11 kW,9.738178,55.500686,"https://www.google.com/maps/place/55.500686,9.738178"
"Hotels and accomodation, charging on private premises",Olgas Hotel,Shuko charging,19.699164,39.795623,"https://www.google.com/maps/place/39.795623,19.699164"
"Hotels and accomodation, charging on private premises",SIDARI BEACH HOTEL,Shuko charging,19.718799,39.789674,"https://www.google.com/maps/place/39.789674,19.718799"
"Hotels and accomodation, charging on private premises",Dorint Hotel am Nuerburgring,Type 2 charger.  kW unknown.,6.949989,50.336421,"https://www.google.com/maps/place/50.336421,6.949989"
Charging only (no accomodation),Telehuset Mo i Rana 22 KW Type 2,22kW Type2 (Credits to Tesla Owners Club Norway).,14.154339,66.322136,"https://www.google.com/maps/place/66.322136,14.154339"
Charging only (no accomodation),Hemavann Fjellsenter,Contact name: Info@hemavansfjallcenter.se<br>Telephone: 0954-300 02,15.082169,65.812344,"https://www.google.com/maps/place/65.812344,15.082169"
Charging only (no accomodation),Piteå Motorcross 3 phase / 16 amps / 5 pins Red 400,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4rozNf9aQ0aE1RBhwix3NX1XvA0AOsztZbSkvD2jFCNZUXAboWzpWpH_VnTFeQRMkiz9PsNTfgZzW8ByU3sKL07JbNK8EI2YW0nyZ3Zg-zYycMlv_rUlXf4BAb4Kq6hZmjJYw_itmV-QcShxgXASFd24aKK-8w69wlqVBAuezfQyOU8x2Uyeu_ReGciWqMwglEc5zbVix1q93R5C9kNT_zChnpTTBUfreDwQ"" height=""200"" width=""auto"" /><br><br>3 phase / 16 amps / 5 pins Red 400 have not asked abouth use. Garage next to Gocart and at the GoCart There are at least 8 sockets. From the boss: ""Hei, Vi har öppet mellan 15:e juni till 15 augusti 12-21. Då finns vi i 90% av fallen på plats. Vid ihållande regn så är vi tyvärr inte närvarande.//Tomas ",21.592255,65.257281,"https://www.google.com/maps/place/65.257281,21.592255"
Charging only (no accomodation),Piteå Havsbad - BBQ House Boat Harbourn (Front of the building).,3 fase 400V 16 amp. (11 kw) 3 of them - I have not asked if we can use them. You have to ask in the reception (Hotel). ,21.530414,65.230414,"https://www.google.com/maps/place/65.230414,21.530414"
Charging only (no accomodation),Sibylla Hemavan Burgers,"3 phase / 16 amps / 5 pins Red 400. I have not asked about if we can use it, but I suppose its no problem if you ask in the resturant",15.086589,65.815508,"https://www.google.com/maps/place/65.815508,15.086589"
Charging only (no accomodation),Gränslöst Köpcenter,"230V 10A Schuko : 1 <br> 400V 16A : 1 <br> 400V 32A : 1 Contact name: Gränslöst Ludvig<br>Telephone: +46703452424<br>Email: click here for address<br>Directions: <br>Location coordinates: <br>65.947101 [N 65º 56' 49.5636""]<br>15.036721 [E 15º 2' 12.1956""]<br>Comment: Big shop for food, clothes and candy.<br>State: Unknown [info] <br>Access: Unknown [info] <br>Usage model: Unknown <br>Parking rates: <br>Parking hours: <br>Number of parking spaces: <br>Added: Wednesday, December 17, 2014<br>Updated: Wednesday, December 17, 2014 7:07 PM<br>Info source: www.umfors.se ",15.035992,65.947102,"https://www.google.com/maps/place/65.947102,15.035992"
Charging only (no accomodation),Grenseløst Kjøpesenter,230V 10A Schuko : 1 <br> 400V 16A : 1 <br> 400V 32A : 1 ,15.037365,65.947521,"https://www.google.com/maps/place/65.947521,15.037365"
Charging only (no accomodation),Svolvær Amfi 2 x 22kW Type2,at the shoppingcenter. No Payment. 22kW Type2 (Credits to Tesla Owners Club Norway),14.558945,68.234531,"https://www.google.com/maps/place/68.234531,14.558945"
Charging only (no accomodation),Willy:s  - 3 phase / 32 amps / 5 pins Red 400 22 kw Socket ,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4JO9A3HnzYKL34V5eQ1nWf_QVddpWgpsqCRUl-o16UCCd4awT5wu5chwkEeqxNtqBI2zTdpoE-OrsrdCLhWvR2J73-UuEfbV6jbUF-98BCGbYJtc67wKQQj5ejlAiFfLT-bS69upcw6TyLNLQ_o3nPhDX497xIYaE_7zcK-TY"" height=""200"" width=""auto"" /><br><br>Have not asked if we can use it, have just seen it. Its at a foodshoop - 3 phase / 32 amps / 5 pins Red 400",21.438618,65.323585,"https://www.google.com/maps/place/65.323585,21.438618"
Charging only (no accomodation),Hemavan Swimmingpool 11 kw 3 phase Red Socket,"3 phase / 16 amps / 5 pins Red 400. I have not asked about if we can use it, but I suppose its no problem if you ask in the Swimmingpool reception",15.087576,65.810541,"https://www.google.com/maps/place/65.810541,15.087576"
Charging only (no accomodation),Koch Glasshouse Garage Parking,"<img src=""https://lh3.googleusercontent.com/umsh/AN6v0v4qHKFahT_qUiL3CfnVuwTocUGCyc7vwDaxofJeNCRQ4cmWP4DeTn-cCDTzHRlfQhCkQD_HqKWwPOVyy-fDXuxhBIMThhVjzyIEhjAZyRb3LPXiIL7GEiWPVvsTOVLq9rQIz2Or1oJjO0yLsPpgdRdI76CY9ST3QvAgqIS2AGebYGZLvAxX0GuSng9Ytyev"" height=""200"" width=""auto"" /><br><br>3 phase / 16 amps / 5 pins Red 400. There are a lot of red sockets in the basement parking. There is a big shoppingcenter inside. The parkingplace is closed for the night between 2100-0600",14.378958,67.283679,"https://www.google.com/maps/place/67.283679,14.378958"
Charging only (no accomodation),IKEA,8 x 22kW Type 2. Charge card can be obtained from service desk.,16.155842,45.793235,"https://www.google.com/maps/place/45.793235,16.155842"
Charging only (no accomodation),Parking przed Koloseum,Charge card can be obtained from the parking office.,13.848435,44.872807,"https://www.google.com/maps/place/44.872807,13.848435"
"Hotel, charging station nearby",Hamarøy Hotel,Tesla Supercharger next to the hotel. Do not leave the car at the Supercharger over night!,15.929511,67.962702,"https://www.google.com/maps/place/67.962702,15.929511"
"Hotel, charging station nearby",Hotel Legoland,Aastvej 8: CEE 16A. Source: chargelocator.com Tripadvisor: http://bit.ly/1gJRd2l,9.12851,55.733982,"https://www.google.com/maps/place/55.733982,9.12851"
"Hotel, charging station nearby",Brakanes hotel Rica,Public charging stations about 500 meters up the street. Shuko 16A.,6.913869,60.566554,"https://www.google.com/maps/place/60.566554,6.913869"
Superchargers,Liiketie 2,,25.920458,63.714693,"https://www.google.com/maps/place/63.714693,25.920458"
Superchargers,Max-Eyth-Straße 1,,10.18206,48.9566,"https://www.google.com/maps/place/48.9566,10.18206"
Superchargers,Hotel Novotel Rennes Alma,,-1.683729,48.082057,"https://www.google.com/maps/place/48.082057,-1.683729"
Superchargers,Marina di Varazze,,8.565973,44.352865,"https://www.google.com/maps/place/44.352865,8.565973"
Superchargers,"St. Anton, Austria",Discus (null)   Address: 73 Arlbergstrasse   Stalls: 4,10.269231,47.130137,"https://www.google.com/maps/place/47.130137,10.269231"
Superchargers,"Vienna, Austria",Discus (http://tff-forum.de/viewtopic.php?f=55&t=3101)   Address: Gutheil Schoder-Gasse 17   Stalls: 4,16.333351,48.156978,"https://www.google.com/maps/place/48.156978,16.333351"
Superchargers,"Salzburg, Austria",Discus (http://www.tff-forum.de/)   Address: Salzachtal BundesstraĂźe 135   Stalls: 4,13.060702,47.726937,"https://www.google.com/maps/place/47.726937,13.060702"
Superchargers,"Villach, Austria",Discus (http://www.tff-forum.de/viewtopic.php?f=9&t=3580&start=110)   Address: Maria-Gailer-StraĂźe 38   Stalls: 8,13.86908,46.604079,"https://www.google.com/maps/place/46.604079,13.86908"
Superchargers,"Aichstetten, Germany",Discus (null)   Address: Am Waizenhof 12 (Autohof)   Stalls: 8,10.039783,47.880483,"https://www.google.com/maps/place/47.880483,10.039783"
Superchargers,"Bad Rappenau, Germany",Discus (null)   Address: BuchĂ¤ckerring 40 (Autohof)   Stalls: 8,9.077322,49.211936,"https://www.google.com/maps/place/49.211936,9.077322"
